REF_AREA,CURRENCY_DENOM,TIME_PERIOD,OBS_VALUE
PT,EUR,2024-06,8894.26798887
PT,EUR,2024-07,8011.14757051
PT,EUR,2024-08,4407.33706978
PT,EUR,2024-09,10382.08056462
PT,EUR,2024-10,8180.761556189999
PT,EUR,2024-11,7043.36657703
PT,EUR,2024-12,10978.13849566
PT,EUR,2025-01,12299.381882769998
PT,EUR,2025-02,9932.60956659
PT,EUR,2025-03,10320.78753226
PT,EUR,2025-04,9469.744275460002
PT,EUR,2025-05,15445.52467162
PT,EUR,2025-06,12459.80192962
PT,EUR,2025-07,12282.29261406
PT,EUR,2025-08,4398.7304226
PT,EUR,2025-09,15695.497059510002
PT,EUR,2025-10,9301.31294837
PT,EUR,2025-11,9440.14152995
PT,EUR,2025-12,9405.93575919
PT,EUR,2026-01,14627.85144546
PT,EUR,2026-02,11316.44809088
PT,EUR,2026-03,11652.2362155
PT,EUR,2026-04,12648.00106522
PT,EUR,2026-05,14888.24526341
PT,EUR,2026-06,16279.70889488
PT,EUR,2026-07,13850.42319238
PT,X1,2014-01,178.26
PT,X1,2014-02,47.24
PT,X1,2014-03,130.47
PT,X1,2014-04,115.88
PT,X1,2014-05,100.5
PT,X1,2014-06,181.14
PT,X1,2014-07,3624.03
PT,X1,2014-08,149.53
PT,X1,2014-09,212.61
PT,X1,2014-10,88.49
PT,X1,2014-11,204.5
PT,X1,2014-12,97.01
PT,X1,2015-01,346.54
PT,X1,2015-02,127.93
PT,X1,2015-03,132.91
PT,X1,2015-04,199.05
PT,X1,2015-05,106.26
PT,X1,2015-06,100.73
PT,X1,2015-07,313.94
PT,X1,2015-08,98.33
PT,X1,2015-09,128.88
PT,X1,2015-10,131.71
PT,X1,2015-11,155.54
PT,X1,2015-12,193.22
PT,X1,2016-01,336.43
PT,X1,2016-02,126.18
PT,X1,2016-03,84
PT,X1,2016-04,146.05
PT,X1,2016-05,43.4
PT,X1,2016-06,88.95
PT,X1,2016-07,339.52
PT,X1,2016-08,67.48
PT,X1,2016-09,49.9
PT,X1,2016-10,49.72
PT,X1,2016-11,60.33
PT,X1,2016-12,47.2
PT,X1,2017-01,285.4
PT,X1,2017-02,68.32
PT,X1,2017-03,87.65
PT,X1,2017-04,68.45
PT,X1,2017-05,19.82
PT,X1,2017-06,78.94
PT,X1,2017-07,290.44
PT,X1,2017-08,123.86
PT,X1,2017-09,85.36
PT,X1,2017-10,95.47
PT,X1,2017-11,83.56
PT,X1,2017-12,201.99
PT,X1,2018-01,303.98
PT,X1,2018-02,168.68
PT,X1,2018-03,241.64
PT,X1,2018-04,101.05
PT,X1,2018-05,195.88
PT,X1,2018-06,164.67
PT,X1,2018-07,383.8
PT,X1,2018-08,99.54
PT,X1,2018-09,107.15
PT,X1,2018-10,100.38
PT,X1,2018-11,111.55
PT,X1,2018-12,183.82
PT,X1,2019-01,266.35
PT,X1,2019-02,67.06
PT,X1,2019-03,214.77
PT,X1,2019-04,41.36
PT,X1,2019-05,48.92
PT,X1,2019-06,303.1
PT,X1,2019-07,44.78
PT,X1,2019-08,44.99
PT,X1,2019-09,72.14
PT,X1,2019-10,36.91
PT,X1,2019-11,40.14
PT,X1,2019-12,36.97
PT,X1,2020-01,244.93
PT,X1,2020-02,33.49
PT,X1,2020-03,31.66
PT,X1,2020-04,21.97
PT,X1,2020-05,31.46
PT,X1,2020-06,31.92
PT,X1,2020-07,294.48
PT,X1,2020-08,41.37
PT,X1,2020-09,56.44
PT,X1,2020-10,61.48
PT,X1,2020-11,45.36
PT,X1,2020-12,43.94563
PT,X1,2021-01,251.21376699096
PT,X1,2021-02,49.28034
PT,X1,2021-03,51.913834663889
PT,X1,2021-04,144.5309277686
PT,X1,2021-05,13.19959
PT,X1,2021-06,23.65266
PT,X1,2021-07,239.39059
PT,X1,2021-08,23.07349
PT,X1,2021-09,25.60084
PT,X1,2021-10,45.93005
PT,X1,2021-11,41.865915681275
PT,X1,2021-12,52.580157345
PT,X1,2022-01,290.11679768618
PT,X1,2022-02,51.918399130312
PT,X1,2022-03,52.2779166446
PT,X1,2022-04,295.17086706174
PT,X1,2022-05,289.492414518225
PT,X1,2022-06,52.593622149375
PT,X1,2022-07,41.676952019125
PT,X1,2022-08,34.192335098125
PT,X1,2022-09,31.56071313125
PT,X1,2022-10,70.97806
PT,X1,2022-11,37.747929384313
PT,X1,2022-12,42.950561298
PT,X1,2023-01,58.15261
PT,X1,2023-02,61.185867239277
PT,X1,2023-03,60.42612652845
PT,X1,2023-04,60.80085
PT,X1,2023-05,58.77393843885
PT,X1,2023-06,75.777907009125
PT,X1,2023-07,112.67687000000001
PT,X1,2023-08,80.977133561562
PT,X1,2023-09,121.99119
PT,X1,2023-10,143.38436000000002
PT,X1,2023-11,215.9783975003
PT,X1,2023-12,215.6778220158
PT,X1,2024-01,88.15266
PT,X1,2024-02,52.68702
PT,X1,2024-03,60.7512833335
PT,X1,2024-04,101.3248561303
PT,X1,2024-05,84.2814960765
PT,X1,2024-06,116.12178939489
PT,X1,2024-07,73.26110449685
PT,X1,2024-08,53.7378004506
PT,X1,2024-09,134.34666899695
PT,X1,2024-10,56.582460620515
PT,X1,2024-11,59.9300915154
PT,X1,2024-12,67.554673225
PT,X1,2025-01,77.221589231
PT,X1,2025-02,77.273267744292
PT,X1,2025-03,68.71745
PT,X1,2025-04,153.06459598351
PT,X1,2025-05,84.62545519
PT,X1,2025-06,86.857763857645
PT,X1,2025-07,90.162675220221
PT,X1,2025-08,41.142271668817
PT,X1,2025-09,105.75855
PT,X1,2025-10,101.35319543039
PT,X1,2025-11,88.37369455
PT,X1,2025-12,118.177633275
PT,X1,2026-01,101.31826
PT,X1,2026-02,78.334799999821
PT,X1,2026-03,75.993000252482
PT,X1,2026-04,423.87535245757
PT,X1,2026-05,81.176295957
PT,X1,2026-06,102.6203473654
PT,X1,2026-07,97.5133739344
PT,_T,2014-01,20549.29
PT,_T,2014-02,23417.64
PT,_T,2014-03,15444.69157733
PT,_T,2014-04,30266.49
PT,_T,2014-05,24867.16
PT,_T,2014-06,18185.47
PT,_T,2014-07,17805.81
PT,_T,2014-08,10776.08
PT,_T,2014-09,18385.36488227
PT,_T,2014-10,12647.37
PT,_T,2014-11,17707.369495
PT,_T,2014-12,21136.23181051
PT,_T,2015-01,20803.05
PT,_T,2015-02,22240.88
PT,_T,2015-03,21740.14
PT,_T,2015-04,25170.01
PT,_T,2015-05,28651.85
PT,_T,2015-06,15085.78
PT,_T,2015-07,15836.3935
PT,_T,2015-08,7801.98
PT,_T,2015-09,14271.46
PT,_T,2015-10,15507.87
PT,_T,2015-11,12432.91
PT,_T,2015-12,14766.41
PT,_T,2016-01,14044.47266345
PT,_T,2016-02,11116.25
PT,_T,2016-03,12959.54
PT,_T,2016-04,10781.07
PT,_T,2016-05,14297.99683472
PT,_T,2016-06,12195.26
PT,_T,2016-07,13644.17
PT,_T,2016-08,10831.21
PT,_T,2016-09,13286.93
PT,_T,2016-10,8820.32
PT,_T,2016-11,12603.67
PT,_T,2016-12,12561.74
PT,_T,2017-01,15281.21
PT,_T,2017-02,9471.12
PT,_T,2017-03,12394.62
PT,_T,2017-04,12581.71
PT,_T,2017-05,13881.95
PT,_T,2017-06,12005.82
PT,_T,2017-07,15235.73
PT,_T,2017-08,10570.58
PT,_T,2017-09,15171.36
PT,_T,2017-10,12684.37
PT,_T,2017-11,13114.15
PT,_T,2017-12,13962.66117915
PT,_T,2018-01,16227.13
PT,_T,2018-02,9084.63
PT,_T,2018-03,11311.02
PT,_T,2018-04,12509.96
PT,_T,2018-05,12207.99
PT,_T,2018-06,14856.06
PT,_T,2018-07,13115.91
PT,_T,2018-08,7335.47
PT,_T,2018-09,11196.18
PT,_T,2018-10,12714.89
PT,_T,2018-11,10697.93
PT,_T,2018-12,13950.29
PT,_T,2019-01,16560.6
PT,_T,2019-02,10280.20494
PT,_T,2019-03,13692.31594763
PT,_T,2019-04,10738.91533024
PT,_T,2019-05,12141
PT,_T,2019-06,13335.39
PT,_T,2019-07,15872.82
PT,_T,2019-08,7657.36
PT,_T,2019-09,13186.49
PT,_T,2019-10,11477.06
PT,_T,2019-11,10374.4
PT,_T,2019-12,12868.50764748
PT,_T,2020-01,17222.76079954
PT,_T,2020-02,10531.67
PT,_T,2020-03,13219.45756191
PT,_T,2020-04,21429.06735001
PT,_T,2020-05,12362.14
PT,_T,2020-06,12064.72081116
PT,_T,2020-07,17470.48411904
PT,_T,2020-08,8396.065
PT,_T,2020-09,11964.72770292
PT,_T,2020-10,8181.72954668
PT,_T,2020-11,7265.63965002
PT,_T,2020-12,10478.998771690001
PT,_T,2021-01,7742.464649840959
PT,_T,2021-02,9546.147261670001
PT,_T,2021-03,7667.253865753888
PT,_T,2021-04,12428.2326880986
PT,_T,2021-05,8784.409869840001
PT,_T,2021-06,9086.87628606
PT,_T,2021-07,9879.3107471
PT,_T,2021-08,5643.69231813
PT,_T,2021-09,8452.16440594
PT,_T,2021-10,6697.9724873000005
PT,_T,2021-11,7877.873746941275
PT,_T,2021-12,6137.891573375
PT,_T,2022-01,9525.83626043618
PT,_T,2022-02,6573.208831960312
PT,_T,2022-03,10188.0328537446
PT,_T,2022-04,9504.85803477174
PT,_T,2022-05,7220.629950838225
PT,_T,2022-06,10527.051486149376
PT,_T,2022-07,5935.917865879125
PT,_T,2022-08,2826.956380368125
PT,_T,2022-09,8904.272561851249
PT,_T,2022-10,9741.65869272
PT,_T,2022-11,5394.950469714313
PT,_T,2022-12,6255.002206268
PT,_T,2023-01,9844.00700065
PT,_T,2023-02,9747.721615209277
PT,_T,2023-03,7424.002201498451
PT,_T,2023-04,5397.66136673
PT,_T,2023-05,6538.82096408885
PT,_T,2023-06,8960.220270039124
PT,_T,2023-07,8488.23306
PT,_T,2023-08,4524.766644651562
PT,_T,2023-09,7475.0595109999995
PT,_T,2023-10,6180.78687135
PT,_T,2023-11,6066.015602140301
PT,_T,2023-12,10103.5362531258
PT,_T,2024-01,13141.31301593
PT,_T,2024-02,11364.53438074
PT,_T,2024-03,10832.5704257535
PT,_T,2024-04,8747.459938630298
PT,_T,2024-05,14581.1025048765
PT,_T,2024-06,9010.38977826489
PT,_T,2024-07,8084.408675006851
PT,_T,2024-08,4461.0748702306
PT,_T,2024-09,10516.42723361695
PT,_T,2024-10,8237.344016810515
PT,_T,2024-11,7103.2966685454
PT,_T,2024-12,11045.693168885
PT,_T,2025-01,12376.603472001
PT,_T,2025-02,10009.88283433429
PT,_T,2025-03,10389.50498226
PT,_T,2025-04,9622.80887144351
PT,_T,2025-05,15530.15012681
PT,_T,2025-06,12546.659693477646
PT,_T,2025-07,12372.45528928022
PT,_T,2025-08,4439.872694268817
PT,_T,2025-09,15801.25560951
PT,_T,2025-10,9402.66614380039
PT,_T,2025-11,9528.5152245
PT,_T,2025-12,9524.113392465
PT,_T,2026-01,14729.16970546
PT,_T,2026-02,11394.782890879822
PT,_T,2026-03,11728.22921575248
PT,_T,2026-04,13071.87641767757
PT,_T,2026-05,14969.421559366998
PT,_T,2026-06,16382.3292422454
PT,_T,2026-07,13947.936566314402
